Date,TimeMinGroup,Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW),Time,yyyymmddhh,PS01_466990,PS02_466990,TX01_466990,TD01_466990,RH01_466990,WD01_466990,WD02_466990,WD07_466990,WD08_466990,PP01_466990,PP02_466990,SS01_466990,GR01_466990,UV01_466990,PS01_72250,PS02_72250,TX01_72250,TD01_72250,RH01_72250,WD01_72250,WD02_72250,WD07_72250,WD08_72250,PP01_72250,SS01_72250,GR01_72250,TS01_72250,TS02_72250,TS03_72250,TS04_72250,TS06_72250,TS07_72250,nearby,Lat,Lon,Month_1,Month_2,Month_3,Month_4,Month_5,Month_6,Month_7,Month_8,Month_9,Month_10,Season_Autumn,Season_Spring,Season_Summer,Season_Winter,direction_南,direction_東,direction_東南,direction_西,direction_西北,direction_西南,floor_1,floor_3,floor_5,LocationCode_1,LocationCode_2,LocationCode_3,LocationCode_4,LocationCode_5,LocationCode_6,LocationCode_7,LocationCode_8,LocationCode_9,LocationCode_10,LocationCode_11,LocationCode_12,LocationCode_13,LocationCode_14,LocationCode_15,LocationCode_16,LocationCode_17
2024-05-23,10:40,1004.927,37.14,59.77,47218.819,358.525,10,2024052310,1008.4,1010.6,27.9,24.6,82,2.1,60.0,4.7,80.0,0.0,0.0,0.0,1.8,5.61,1006.6,1012.0,28.2,24.1,78.0,1.9,60.0,4.0,50.0,0.0,1.0,1.29,30.0,27.8,26.5,25.4,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,10:50,1004.872,36.83,58.88,45442.069,332.39,10,2024052310,1008.4,1010.6,27.9,24.6,82,2.1,60.0,4.7,80.0,0.0,0.0,0.0,1.8,5.61,1006.6,1012.0,28.2,24.1,78.0,1.9,60.0,4.0,50.0,0.0,1.0,1.29,30.0,27.8,26.5,25.4,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,11:00,1004.845,36.28,60.13,47680.975,365.434,11,2024052311,1008.1,1010.3,27.7,24.2,81,3.5,50.0,5.7,40.0,0.0,0.0,0.1,1.8,6.4,1006.4,1011.8,27.6,24.4,82.0,2.5,40.0,4.8,30.0,0.0,1.0,1.0,27.8,26.7,26.5,25.6,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,11:10,1004.696,36.66,59.09,60770.309,581.174,11,2024052311,1008.1,1010.3,27.7,24.2,81,3.5,50.0,5.7,40.0,0.0,0.0,0.1,1.8,6.4,1006.4,1011.8,27.6,24.4,82.0,2.5,40.0,4.8,30.0,0.0,1.0,1.0,27.8,26.7,26.5,25.6,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,11:20,1004.603,38.9,55.36,61164.185,614.6899999999999,11,2024052311,1008.1,1010.3,27.7,24.2,81,3.5,50.0,5.7,40.0,0.0,0.0,0.1,1.8,6.4,1006.4,1011.8,27.6,24.4,82.0,2.5,40.0,4.8,30.0,0.0,1.0,1.0,27.8,26.7,26.5,25.6,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,11:30,1004.529,38.61,54.17999999999999,33697.938,205.43,11,2024052311,1008.1,1010.3,27.7,24.2,81,3.5,50.0,5.7,40.0,0.0,0.0,0.1,1.8,6.4,1006.4,1011.8,27.6,24.4,82.0,2.5,40.0,4.8,30.0,0.0,1.0,1.0,27.8,26.7,26.5,25.6,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,11:40,1004.5166666666668,35.74444444444444,60.65555555555555,12164.63,33.02444444444445,11,2024052311,1008.1,1010.3,27.7,24.2,81,3.5,50.0,5.7,40.0,0.0,0.0,0.1,1.8,6.4,1006.4,1011.8,27.6,24.4,82.0,2.5,40.0,4.8,30.0,0.0,1.0,1.0,27.8,26.7,26.5,25.6,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,11:50,1004.382,33.22,68.47999999999999,8433.417,14.925,11,2024052311,1008.1,1010.3,27.7,24.2,81,3.5,50.0,5.7,40.0,0.0,0.0,0.1,1.8,6.4,1006.4,1011.8,27.6,24.4,82.0,2.5,40.0,4.8,30.0,0.0,1.0,1.0,27.8,26.7,26.5,25.6,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,12:00,1004.363,31.17,77.88,10791.5,20.513,12,2024052312,1007.7,1009.9,28.2,24.0,78,3.9,50.0,7.5,40.0,0.0,0.0,0.4,2.66,9.56,1006.0,1011.4,28.0,24.5,81.0,3.7,50.0,6.3,30.0,0.0,1.0,2.32,30.9,28.7,27.0,25.7,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,12:10,1004.44,30.02,86.03,10770.916,19.313,12,2024052312,1007.7,1009.9,28.2,24.0,78,3.9,50.0,7.5,40.0,0.0,0.0,0.4,2.66,9.56,1006.0,1011.4,28.0,24.5,81.0,3.7,50.0,6.3,30.0,0.0,1.0,2.32,30.9,28.7,27.0,25.7,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,12:20,1004.439,29.78,91.11,12854.499,29.034,12,2024052312,1007.7,1009.9,28.2,24.0,78,3.9,50.0,7.5,40.0,0.0,0.0,0.4,2.66,9.56,1006.0,1011.4,28.0,24.5,81.0,3.7,50.0,6.3,30.0,0.0,1.0,2.32,30.9,28.7,27.0,25.7,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,12:30,1004.361,30.04,93.01,15936.083,40.693,12,2024052312,1007.7,1009.9,28.2,24.0,78,3.9,50.0,7.5,40.0,0.0,0.0,0.4,2.66,9.56,1006.0,1011.4,28.0,24.5,81.0,3.7,50.0,6.3,30.0,0.0,1.0,2.32,30.9,28.7,27.0,25.7,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,12:40,1004.2933333333332,30.04444444444444,93.55555555555556,14146.76,32.59555555555556,12,2024052312,1007.7,1009.9,28.2,24.0,78,3.9,50.0,7.5,40.0,0.0,0.0,0.4,2.66,9.56,1006.0,1011.4,28.0,24.5,81.0,3.7,50.0,6.3,30.0,0.0,1.0,2.32,30.9,28.7,27.0,25.7,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,12:50,1004.273,29.660000000000004,96.6,11178.835,23.259,12,2024052312,1007.7,1009.9,28.2,24.0,78,3.9,50.0,7.5,40.0,0.0,0.0,0.4,2.66,9.56,1006.0,1011.4,28.0,24.5,81.0,3.7,50.0,6.3,30.0,0.0,1.0,2.32,30.9,28.7,27.0,25.7,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,13:00,1004.263,28.51,100.0,10688.501,21.418,13,2024052313,1007.5,1009.7,27.3,24.0,82,3.9,50.0,7.4,60.0,-9.8,0.5,0.0,1.03,3.93,1005.8,1011.2,27.0,24.0,83.0,2.6,60.0,6.4,50.0,0.0,1.0,0.77,27.3,26.6,26.8,25.8,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,13:10,1004.179,28.53,100.0,8957.833,14.516,13,2024052313,1007.5,1009.7,27.3,24.0,82,3.9,50.0,7.4,60.0,-9.8,0.5,0.0,1.03,3.93,1005.8,1011.2,27.0,24.0,83.0,2.6,60.0,6.4,50.0,0.0,1.0,0.77,27.3,26.6,26.8,25.8,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,13:20,1004.14,28.630000000000003,100.0,8412.582,12.112,13,2024052313,1007.5,1009.7,27.3,24.0,82,3.9,50.0,7.4,60.0,-9.8,0.5,0.0,1.03,3.93,1005.8,1011.2,27.0,24.0,83.0,2.6,60.0,6.4,50.0,0.0,1.0,0.77,27.3,26.6,26.8,25.8,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,13:30,1004.154,28.79,100.0,8744.333,12.837,13,2024052313,1007.5,1009.7,27.3,24.0,82,3.9,50.0,7.4,60.0,-9.8,0.5,0.0,1.03,3.93,1005.8,1011.2,27.0,24.0,83.0,2.6,60.0,6.4,50.0,0.0,1.0,0.77,27.3,26.6,26.8,25.8,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,13:40,1004.101,28.45,100.0,10231.416,19.781,13,2024052313,1007.5,1009.7,27.3,24.0,82,3.9,50.0,7.4,60.0,-9.8,0.5,0.0,1.03,3.93,1005.8,1011.2,27.0,24.0,83.0,2.6,60.0,6.4,50.0,0.0,1.0,0.77,27.3,26.6,26.8,25.8,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,13:50,1004.17,27.65,100.0,10427.585,24.279,13,2024052313,1007.5,1009.7,27.3,24.0,82,3.9,50.0,7.4,60.0,-9.8,0.5,0.0,1.03,3.93,1005.8,1011.2,27.0,24.0,83.0,2.6,60.0,6.4,50.0,0.0,1.0,0.77,27.3,26.6,26.8,25.8,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,14:00,1004.099,26.96,100.0,9620.583,23.892000000000003,14,2024052314,1007.4,1009.6,26.5,23.8,85,3.7,30.0,7.6,40.0,-9.8,0.1,0.0,0.68,2.62,1005.7,1011.1,26.5,23.8,85.0,1.4,60.0,4.3,70.0,0.0,0.5,0.5,26.4,26.0,26.6,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,14:10,1004.203,26.62,100.0,7601.499000000001,15.556,14,2024052314,1007.4,1009.6,26.5,23.8,85,3.7,30.0,7.6,40.0,-9.8,0.1,0.0,0.68,2.62,1005.7,1011.1,26.5,23.8,85.0,1.4,60.0,4.3,70.0,0.0,0.5,0.5,26.4,26.0,26.6,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,14:20,1004.285,26.07,100.0,5523.334,8.068000000000001,14,2024052314,1007.4,1009.6,26.5,23.8,85,3.7,30.0,7.6,40.0,-9.8,0.1,0.0,0.68,2.62,1005.7,1011.1,26.5,23.8,85.0,1.4,60.0,4.3,70.0,0.0,0.5,0.5,26.4,26.0,26.6,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,14:30,1004.209,26.0,100.0,6824.582,10.926,14,2024052314,1007.4,1009.6,26.5,23.8,85,3.7,30.0,7.6,40.0,-9.8,0.1,0.0,0.68,2.62,1005.7,1011.1,26.5,23.8,85.0,1.4,60.0,4.3,70.0,0.0,0.5,0.5,26.4,26.0,26.6,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,14:40,1004.052,26.51,100.0,12739.333,37.466,14,2024052314,1007.4,1009.6,26.5,23.8,85,3.7,30.0,7.6,40.0,-9.8,0.1,0.0,0.68,2.62,1005.7,1011.1,26.5,23.8,85.0,1.4,60.0,4.3,70.0,0.0,0.5,0.5,26.4,26.0,26.6,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,14:50,1004.035,27.27,100.0,7173.666,14.797,14,2024052314,1007.4,1009.6,26.5,23.8,85,3.7,30.0,7.6,40.0,-9.8,0.1,0.0,0.68,2.62,1005.7,1011.1,26.5,23.8,85.0,1.4,60.0,4.3,70.0,0.0,0.5,0.5,26.4,26.0,26.6,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,15:00,1004.018,26.45,100.0,6268.3330000000005,10.728,15,2024052315,1007.3,1009.5,26.0,24.2,90,3.4,30.0,6.2,40.0,-9.8,0.7,0.0,0.28,0.98,1005.5,1011.0,25.7,24.5,92.0,1.2,70.0,3.3,60.0,0.0,0.0,0.21,24.9,25.2,26.3,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,15:10,1004.097,26.08,100.0,5993.25,9.673,15,2024052315,1007.3,1009.5,26.0,24.2,90,3.4,30.0,6.2,40.0,-9.8,0.7,0.0,0.28,0.98,1005.5,1011.0,25.7,24.5,92.0,1.2,70.0,3.3,60.0,0.0,0.0,0.21,24.9,25.2,26.3,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,15:20,1004.092,25.97,100.0,5852.167,8.409,15,2024052315,1007.3,1009.5,26.0,24.2,90,3.4,30.0,6.2,40.0,-9.8,0.7,0.0,0.28,0.98,1005.5,1011.0,25.7,24.5,92.0,1.2,70.0,3.3,60.0,0.0,0.0,0.21,24.9,25.2,26.3,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,15:30,1003.962,26.07,100.0,3698.666,3.726,15,2024052315,1007.3,1009.5,26.0,24.2,90,3.4,30.0,6.2,40.0,-9.8,0.7,0.0,0.28,0.98,1005.5,1011.0,25.7,24.5,92.0,1.2,70.0,3.3,60.0,0.0,0.0,0.21,24.9,25.2,26.3,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,15:40,1003.907,25.75,100.0,2395.833,1.489,15,2024052315,1007.3,1009.5,26.0,24.2,90,3.4,30.0,6.2,40.0,-9.8,0.7,0.0,0.28,0.98,1005.5,1011.0,25.7,24.5,92.0,1.2,70.0,3.3,60.0,0.0,0.0,0.21,24.9,25.2,26.3,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,15:50,1003.845,25.6,100.0,2011.834,1.112,15,2024052315,1007.3,1009.5,26.0,24.2,90,3.4,30.0,6.2,40.0,-9.8,0.7,0.0,0.28,0.98,1005.5,1011.0,25.7,24.5,92.0,1.2,70.0,3.3,60.0,0.0,0.0,0.21,24.9,25.2,26.3,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,16:00,1003.787,25.67,100.0,2711.417,1.88,16,2024052316,1007.1,1009.3,25.7,24.1,91,2.9,30.0,5.6,30.0,-9.8,0.4,0.0,0.19,0.56,1005.4,1010.8,25.1,24.1,93.0,0.4,360.0,2.8,70.0,0.0,0.0,0.14,24.3,24.7,26.1,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,16:10,1003.741,25.64,100.0,2660.666,1.58,16,2024052316,1007.1,1009.3,25.7,24.1,91,2.9,30.0,5.6,30.0,-9.8,0.4,0.0,0.19,0.56,1005.4,1010.8,25.1,24.1,93.0,0.4,360.0,2.8,70.0,0.0,0.0,0.14,24.3,24.7,26.1,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,16:20,1003.714,25.54,100.0,1101.417,0.353,16,2024052316,1007.1,1009.3,25.7,24.1,91,2.9,30.0,5.6,30.0,-9.8,0.4,0.0,0.19,0.56,1005.4,1010.8,25.1,24.1,93.0,0.4,360.0,2.8,70.0,0.0,0.0,0.14,24.3,24.7,26.1,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,16:30,1003.786,25.34,100.0,736.667,0.118,16,2024052316,1007.1,1009.3,25.7,24.1,91,2.9,30.0,5.6,30.0,-9.8,0.4,0.0,0.19,0.56,1005.4,1010.8,25.1,24.1,93.0,0.4,360.0,2.8,70.0,0.0,0.0,0.14,24.3,24.7,26.1,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,16:40,1004.101,25.05,100.0,478.581,0.061,16,2024052316,1007.1,1009.3,25.7,24.1,91,2.9,30.0,5.6,30.0,-9.8,0.4,0.0,0.19,0.56,1005.4,1010.8,25.1,24.1,93.0,0.4,360.0,2.8,70.0,0.0,0.0,0.14,24.3,24.7,26.1,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024-05-23,16:50,1004.111,24.69,100.0,790.918,0.1169999999999999,16,2024052316,1007.1,1009.3,25.7,24.1,91,2.9,30.0,5.6,30.0,-9.8,0.4,0.0,0.19,0.56,1005.4,1010.8,25.1,24.1,93.0,0.4,360.0,2.8,70.0,0.0,0.0,0.14,24.3,24.7,26.1,25.9,25.0,24.0,0,23.5358,121.324,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
