序號,答案
20240226141001,98.7
20240226142001,79.87
20240226143001,0.0
20240226144001,5.58
20240226145001,0.0
20240226150001,56.28
20240226151001,95.81
20240226152001,64.31
20240226153001,0.0
20240226154001,0.0
20240226155001,35.67
20240226160001,67.07
20240226161001,92.96
20240226162001,67.15
20240226163001,5.63
20240226164001,0.0
20240226165001,22.26
20240327090001,213.24
20240327091001,267.97
20240327092001,295.02
20240327093001,243.88
20240327094001,294.46
20240327095001,444.76
20240327100001,639.48
20240327101001,647.47
20240327102001,637.0
20240327103001,560.46
20240327104001,549.82
20240327105001,861.9
20240327110001,678.72
20240327111001,658.03
20240327112001,550.86
20240327113001,433.78
20240327114001,324.6
20240327115001,535.49
20240327120001,364.7
20240327121001,479.66
20240327122001,340.79
20240327123001,296.12
20240327124001,233.31
20240327125001,206.7
20240327130001,134.94
20240327131001,166.45
20240327132001,124.86
20240327133001,135.63
20240327134001,64.65
20240327135001,53.24
20240327140001,83.62
20240327141001,86.78
20240327142001,53.99
20240327143001,45.47
20240327144001,2.58
20240327145001,32.38
20240327150001,51.58
20240327151001,61.85
20240327152001,31.51
20240327153001,33.55
20240327154001,11.08
20240327155001,41.18
20240327160001,54.73
20240327161001,55.29
20240327162001,54.83
20240327163001,16.82
20240327164001,22.8
20240327165001,58.23
20240329090001,125.03
20240329091001,46.99
20240329092001,78.5
20240329093001,58.92
20240329094001,108.31
20240329095001,123.34
20240329100001,92.61
20240329101001,45.67
20240329102001,68.82
20240329103001,36.94
20240329104001,69.23
20240329105001,80.62
20240329110001,77.64
20240329111001,21.54
20240329112001,40.01
20240329113001,30.18
20240329114001,78.52
20240329115001,93.32
20240329120001,66.1
20240329121001,45.86
20240329122001,41.16
20240329123001,22.04
20240329124001,81.72
20240329125001,82.77
20240329130001,84.84
20240329131001,42.39
20240329132001,30.36
20240329133001,58.51
20240329134001,32.64
20240329135001,16.81
20240329140001,47.97
20240329141001,39.18
20240329142001,23.1
20240329143001,27.2
20240329144001,41.49
20240329145001,34.16
20240329150001,39.9
20240329151001,38.96
20240329152001,47.9
20240329153001,36.16
20240329154001,16.33
20240329155001,5.79
20240329160001,44.13
20240329161001,30.25
20240329162001,49.02
20240329163001,13.53
20240329164001,25.06
20240329165001,16.16
20240428090001,227.41
20240428091001,343.44
20240428092001,145.42
20240428093001,47.7
20240428094001,39.99
20240428095001,43.46
20240428100001,51.17
20240428101001,125.3
20240428102001,392.17
20240428103001,426.56
20240428104001,901.42
20240428105001,548.5
20240428110001,564.79
20240428111001,778.39
20240428112001,805.62
20240428113001,398.68
20240428114001,288.0
20240428115001,297.69
20240428120001,350.95
20240428121001,318.76
20240428122001,242.44
20240428123001,243.42
20240428124001,242.0
20240428125001,120.16
20240428130001,92.56
20240428131001,70.92
20240428132001,65.38
20240428133001,67.17
20240428134001,37.71
20240428135001,51.69
20240428140001,39.33
20240428141001,51.59
20240428142001,53.06
20240428143001,94.38
20240428144001,160.76
20240428145001,120.34
20240428150001,167.92
20240428151001,326.34
20240428152001,208.34
20240428153001,136.87
20240428154001,101.08
20240428155001,112.54
20240428160001,119.56
20240428161001,76.32
20240428162001,47.25
20240428163001,41.27
20240428164001,30.08
20240428165001,13.1
20240430090001,920.88
20240430091001,1094.51
20240430092001,1169.31
20240430093001,1258.65
20240430094001,1185.17
20240430095001,1196.74
20240430100001,1094.24
20240430101001,925.75
20240430102001,1200.47
20240430103001,1443.09
20240430104001,1433.94
20240430105001,1240.55
20240430110001,1237.09
20240430111001,1289.39
20240430112001,1506.87
20240430113001,1591.66
20240430114001,1636.24
20240430115001,1507.47
20240430120001,846.26
20240430121001,1458.46
20240430122001,780.5
20240430123001,1447.91
20240430124001,1463.42
20240430125001,953.27
20240430130001,851.13
20240430131001,684.56
20240430132001,937.27
20240430133001,1167.19
20240430134001,1084.94
20240430135001,985.13
20240430140001,788.26
20240430141001,620.38
20240430142001,382.08
20240430143001,289.78
20240430144001,228.44
20240430145001,326.97
20240430150001,113.48
20240430151001,63.0
20240430152001,46.35
20240430153001,40.25
20240430154001,21.42
20240430155001,9.58
20240430160001,12.85
20240430161001,11.64
20240430162001,0.0
20240430163001,28.37
20240430164001,4.15
20240430165001,24.59
20240515090001,801.74
20240515091001,873.21
20240515092001,949.99
20240515093001,1061.32
20240515094001,1043.75
20240515095001,947.32
20240515100001,1037.68
20240515101001,999.12
20240515102001,1013.0
20240515103001,877.9
20240515104001,919.02
20240515105001,1180.18
20240515110001,1455.61
20240515111001,1270.59
20240515112001,1512.9
20240515113001,1420.94
20240515114001,1351.99
20240515115001,1324.78
20240515120001,1440.63
20240515121001,1689.38
20240515122001,1610.56
20240515123001,1633.22
20240515124001,1121.19
20240515125001,1458.54
20240515130001,1338.3
20240515131001,1506.91
20240515132001,1234.04
20240515133001,959.29
20240515134001,486.74
20240515135001,725.1
20240515140001,386.18
20240515141001,218.88
20240515142001,170.26
20240515143001,156.19
20240515144001,109.15
20240515145001,85.38
20240515150001,90.06
20240515151001,57.28
20240515152001,60.31
20240515153001,52.29
20240515154001,21.75
20240515155001,17.71
20240515160001,32.25
20240515161001,24.66
20240515162001,20.11
20240515163001,20.58
20240515164001,16.56
20240515165001,10.1
20240520090001,461.82
20240520091001,457.19
20240520092001,367.43
20240520093001,386.24
20240520094001,239.86
20240520095001,152.88
20240520100001,255.69
20240520101001,219.68
20240520102001,261.39
20240520103001,242.29
20240520104001,297.49
20240520105001,327.46
20240520110001,280.36
20240520111001,279.41
20240520112001,241.98
20240520113001,254.59
20240520114001,237.98
20240520115001,253.57
20240520120001,341.89
20240520121001,270.85
20240520122001,183.95
20240520123001,159.87
20240520124001,224.91
20240520125001,168.84
20240520130001,160.94
20240520131001,106.47
20240520132001,85.5
20240520133001,45.77
20240520134001,61.93
20240520135001,61.93
20240520140001,110.84
20240520141001,97.6
20240520142001,57.72
20240520143001,62.98
20240520144001,74.62
20240520145001,68.64
20240520150001,81.18
20240520151001,70.1
20240520152001,51.31
20240520153001,29.39
20240520154001,28.84
20240520155001,35.75
20240520160001,24.69
20240520161001,45.61
20240520162001,29.75
20240520163001,18.65
20240520164001,19.05
20240520165001,18.35
20240613090001,16.38
20240613091001,21.97
20240613092001,53.61
20240613093001,77.59
20240613094001,85.71
20240613095001,116.98
20240613100001,167.57
20240613101001,221.7
20240613102001,484.74
20240613103001,505.81
20240613104001,281.24
20240613105001,281.28
20240613110001,476.43
20240613111001,439.96
20240613112001,525.12
20240613113001,962.47
20240613114001,1024.5
20240613115001,1127.73
20240613120001,1196.0
20240613121001,1184.69
20240613122001,873.9
20240613123001,1111.29
20240613124001,585.93
20240613125001,334.71
20240613130001,1027.78
20240613131001,1040.67
20240613132001,988.79
20240613133001,41.26
20240613134001,867.63
20240613135001,984.98
20240613140001,547.71
20240613141001,331.65
20240613142001,579.09
20240613143001,46.18
20240613144001,62.5
20240613145001,22.29
20240613150001,75.6
20240613151001,66.69
20240613152001,53.65
20240613153001,64.74
20240613154001,64.78
20240613155001,135.33
20240613160001,95.42
20240613161001,54.23
20240613162001,32.95
20240613163001,6.82
20240613164001,15.55
20240613165001,0.0
20240615090001,563.98
20240615091001,561.16
20240615092001,496.79
20240615093001,587.51
20240615094001,690.57
20240615095001,860.74
20240615100001,730.82
20240615101001,618.5
20240615102001,533.66
20240615103001,560.02
20240615104001,593.8
20240615105001,607.91
20240615110001,903.59
20240615111001,922.84
20240615112001,963.69
20240615113001,962.39
20240615114001,1024.61
20240615115001,1084.92
20240615120001,1161.42
20240615121001,1232.89
20240615122001,1095.65
20240615123001,1139.16
20240615124001,1072.49
20240615125001,954.83
20240615130001,1051.89
20240615131001,985.34
20240615132001,805.32
20240615133001,626.47
20240615134001,776.66
20240615135001,690.2
20240615140001,506.0
20240615141001,676.72
20240615142001,587.29
20240615143001,590.95
20240615144001,537.17
20240615145001,439.05
20240615150001,271.64
20240615151001,303.07
20240615152001,307.98
20240615153001,246.56
20240615154001,206.21
20240615155001,202.07
20240615160001,185.7
20240615161001,142.75
20240615162001,151.91
20240615163001,54.58
20240615164001,93.13
20240615165001,15.01
20240703090001,354.36
20240703091001,764.32
20240703092001,932.24
20240703093001,910.29
20240703094001,953.52
20240703095001,592.47
20240703100001,296.78
20240703101001,233.77
20240703102001,426.73
20240703103001,766.84
20240703104001,1194.82
20240703105001,1212.83
20240703110001,1201.21
20240703111001,1221.78
20240703112001,908.88
20240703113001,1278.42
20240703114001,1200.99
20240703115001,1254.25
20240703120001,1175.15
20240703121001,1174.74
20240703122001,1106.78
20240703123001,1143.13
20240703124001,1118.01
20240703125001,1062.23
20240703130001,1072.31
20240703131001,1015.38
20240703132001,944.25
20240703133001,911.65
20240703134001,825.33
20240703135001,821.92
20240703140001,707.6
20240703141001,654.02
20240703142001,584.17
20240703143001,509.24
20240703144001,514.23
20240703145001,417.96
20240703150001,325.3
20240703151001,240.01
20240703152001,228.43
20240703153001,178.61
20240703154001,155.59
20240703155001,0.0
20240703160001,129.47
20240703161001,112.52
20240703162001,120.66
20240703163001,60.72
20240703164001,47.29
20240703165001,0.0
20240707090001,765.42
20240707091001,814.99
20240707092001,910.0
20240707093001,960.84
20240707094001,1024.54
20240707095001,1053.8
20240707100001,1076.91
20240707101001,1116.42
20240707102001,1186.47
20240707103001,1127.35
20240707104001,1197.41
20240707105001,1205.04
20240707110001,807.94
20240707111001,1090.34
20240707112001,1206.34
20240707113001,1258.24
20240707114001,1224.12
20240707115001,1243.4
20240707120001,1204.58
20240707121001,1146.63
20240707122001,1130.61
20240707123001,1145.59
20240707124001,1098.16
20240707125001,1071.28
20240707130001,1083.81
20240707131001,973.58
20240707132001,926.7
20240707133001,931.71
20240707134001,869.18
20240707135001,844.53
20240707140001,729.08
20240707141001,712.59
20240707142001,556.31
20240707143001,570.99
20240707144001,566.6
20240707145001,587.5
20240707150001,417.19
20240707151001,311.22
20240707152001,60.43
20240707153001,24.07
20240707154001,0.0
20240707155001,34.2
20240707160001,29.37
20240707161001,53.92
20240707162001,16.02
20240707163001,29.38
20240707164001,16.24
20240707165001,0.0
20240125090002,72.15
20240125091002,113.98
20240125092002,93.58
20240125093002,54.34
20240125094002,61.53
20240125095002,74.89
20240125100002,102.6
20240125101002,130.61
20240125102002,46.6
20240125103002,29.14
20240125104002,19.24
20240125105002,84.52
20240125110002,76.95
20240125111002,141.16
20240125112002,109.55
20240125113002,47.32
20240125114002,68.06
20240125115002,172.99
20240125120002,108.34
20240125121002,145.76
20240125122002,127.78
20240125123002,79.51
20240125124002,69.47
20240125125002,120.09
20240125130002,92.09
20240125131002,170.0
20240125132002,145.37
20240125133002,75.58
20240125134002,11.2
20240125135002,155.4
20240125140002,66.51
20240125141002,112.33
20240125142002,72.47
20240125143002,19.21
20240125144002,0.0
20240125145002,43.2
20240125150002,65.4
20240125151002,120.03
20240125152002,55.24
20240125153002,0.0
20240125154002,0.0
20240125155002,35.06
20240125160002,80.66
20240125161002,123.59
20240125162002,60.47
20240125163002,0.0
20240125164002,0.0
20240125165002,25.96
20240128090002,56.07
20240128091002,153.45
20240128092002,74.67
20240128093002,21.24
20240128094002,8.9
20240128095002,55.22
20240128100002,44.56
20240128101002,94.09
20240128102002,79.04
20240128103002,48.1
20240128104002,33.36
20240128105002,106.8
20240128110002,53.43
20240128111002,93.65
20240128112002,48.9
20240128113002,42.36
20240128114002,33.44
20240128115002,134.01
20240128120002,92.46
20240128121002,119.06
20240128122002,59.85
20240128123002,46.24
20240128124002,12.69
20240128125002,97.35
20240128130002,57.34
20240128131002,112.17
20240128132002,62.21
20240128133002,25.66
20240128134002,4.05
20240128135002,77.69
20240128140002,66.06
20240128141002,104.91
20240128142002,61.48
20240128143002,28.54
20240128144002,0.0
20240128145002,53.25
20240128150002,61.62
20240128151002,113.64
20240128152002,63.96
20240128153002,0.0
20240128154002,0.7
20240128155002,57.82
20240128160002,52.79
20240128161002,90.6
20240128162002,64.35
20240128163002,33.96
20240128164002,0.0
20240128165002,30.89
20240213090002,518.04
20240213091002,685.58
20240213092002,795.5
20240213093002,853.35
20240213094002,966.86
20240213095002,1110.4
20240213100002,1045.19
20240213101002,1147.67
20240213102002,1260.94
20240213103002,1307.12
20240213104002,1239.63
20240213105002,1137.98
20240213110002,1503.39
20240213111002,1426.87
20240213112002,1552.47
20240213113002,1165.73
20240213114002,1195.05
20240213115002,1077.54
20240213120002,1069.07
20240213121002,861.01
20240213122002,891.25
20240213123002,917.76
20240213124002,810.97
20240213125002,665.47
20240213130002,354.72
20240213131002,336.22
20240213132002,290.08
20240213133002,285.78
20240213134002,273.73
20240213135002,372.82
20240213140002,273.85
20240213141002,224.55
20240213142002,203.85
20240213143002,171.25
20240213144002,152.76
20240213145002,312.79
20240213150002,203.61
20240213151002,266.65
20240213152002,169.35
20240213153002,80.78
20240213154002,83.08
20240213155002,165.95
20240213160002,124.75
20240213161002,176.57
20240213162002,136.7
20240213163002,96.07
20240213164002,44.45
20240213165002,125.26
20240226090002,81.0
20240226091002,106.96
20240226092002,71.44
20240226093002,15.37
20240226094002,4.35
20240226095002,110.01
20240226100002,158.07
20240226101002,162.42
20240226102002,157.55
20240226103002,114.84
20240226104002,170.34
20240226105002,271.07
20240226110002,175.39
20240226111002,182.5
20240226112002,70.05
20240226113002,58.53
20240226114002,37.73
20240226115002,120.14
20240226120002,134.71
20240226121002,159.43
20240226122002,49.92
20240226123002,37.87
20240226124002,18.33
20240226125002,63.6
20240226130002,75.19
20240226131002,126.19
20240226132002,69.18
20240226133002,35.56
20240226134002,21.98
20240226135002,23.38
20240226140002,78.36
20240226141002,100.57
20240226142002,43.86
20240226143002,0.0
20240226144002,0.0
20240226145002,0.0
20240226150002,48.27
20240226151002,86.97
20240226152002,28.21
20240226153002,0.0
20240226154002,0.0
20240226155002,27.01
20240226160002,62.65
20240226161002,86.43
20240226162002,30.76
20240226163002,0.0
20240226164002,0.0
20240226165002,19.95
20240319090002,0.0
20240319091002,0.0
20240319092002,25.74
20240319093002,17.0
20240319094002,1.91
20240319095002,33.04
20240319100002,54.18
20240319101002,92.01
20240319102002,60.54
20240319103002,36.27
20240319104002,16.98
20240319105002,23.22
20240319110002,48.49
20240319111002,86.56
20240319112002,39.8
20240319113002,0.0
20240319114002,9.36
20240319115002,42.67
20240319120002,81.62
20240319121002,85.34
20240319122002,45.61
20240319123002,23.8
20240319124002,0.0
20240319125002,25.01
20240319130002,10.28
20240319131002,21.82
20240319132002,1.19
20240319133002,8.86
20240319134002,0.0
20240319135002,33.27
20240319140002,26.64
20240319141002,23.65
20240319142002,23.78
20240319143002,4.06
20240319144002,0.0
20240319145002,41.11
20240319150002,33.77
20240319151002,18.97
20240319152002,14.36
20240319153002,0.0
20240319154002,0.0
20240319155002,29.27
20240319160002,47.63
20240319161002,21.06
20240319162002,39.51
20240319163002,0.0
20240319164002,0.0
20240319165002,30.14
20240427090002,104.18
20240427091002,71.68
20240427092002,55.86
20240427093002,51.06
20240427094002,61.71
20240427095002,80.88
20240427100002,79.99
20240427101002,82.55
20240427102002,107.5
20240427103002,140.85
20240427104002,143.17
20240427105002,168.83
20240427110002,180.68
20240427111002,163.39
20240427112002,151.78
20240427113002,160.53
20240427114002,120.64
20240427115002,88.97
20240427120002,126.33
20240427121002,150.06
20240427122002,139.59
20240427123002,120.67
20240427124002,81.04
20240427125002,79.52
20240427130002,173.94
20240427131002,192.18
20240427132002,140.77
20240427133002,235.18
20240427134002,261.86
20240427135002,175.73
20240427140002,249.92
20240427141002,268.34
20240427142002,202.0
20240427143002,156.2
20240427144002,175.74
20240427145002,164.64
20240427150002,239.89
20240427151002,188.85
20240427152002,114.41
20240427153002,60.87
20240427154002,66.95
20240427155002,71.34
20240427160002,80.28
20240427161002,89.64
20240427162002,48.2
20240427163002,13.01
20240427164002,75.52
20240427165002,37.05
20240508090002,199.41
20240508091002,109.93
20240508092002,126.16
20240508093002,136.65
20240508094002,112.83
20240508095002,132.47
20240508100002,98.61
20240508101002,106.37
20240508102002,86.03
20240508103002,79.52
20240508104002,51.53
20240508105002,63.35
20240508110002,38.56
20240508111002,35.42
20240508112002,87.0
20240508113002,88.22
20240508114002,91.75
20240508115002,122.72
20240508120002,121.84
20240508121002,95.42
20240508122002,191.7
20240508123002,91.29
20240508124002,44.27
20240508125002,24.58
20240508130002,5.22
20240508131002,2.21
20240508132002,7.53
20240508133002,11.78
20240508134002,10.11
20240508135002,6.06
20240508140002,16.33
20240508141002,23.44
20240508142002,67.27
20240508143002,20.21
20240508144002,6.41
20240508145002,1.44
20240508150002,12.85
20240508151002,19.75
20240508152002,7.54
20240508153002,10.64
20240508154002,2.64
20240508155002,0.0
20240508160002,1.61
20240508161002,0.85
20240508162002,1.0
20240508163002,0.0
20240508164002,0.21
20240508165002,0.0
20240705090002,716.0
20240705091002,781.87
20240705092002,856.34
20240705093002,872.19
20240705094002,953.65
20240705095002,989.72
20240705100002,1063.55
20240705101002,1145.8
20240705102002,1143.08
20240705103002,1175.56
20240705104002,1147.57
20240705105002,428.33
20240705110002,781.09
20240705111002,260.49
20240705112002,359.87
20240705113002,1164.71
20240705114002,1254.16
20240705115002,1285.69
20240705120002,1247.45
20240705121002,1172.97
20240705122002,1199.88
20240705123002,1098.99
20240705124002,1076.46
20240705125002,1032.87
20240705130002,1058.59
20240705131002,987.58
20240705132002,952.85
20240705133002,888.58
20240705134002,887.74
20240705135002,810.28
20240705140002,759.25
20240705141002,749.34
20240705142002,692.41
20240705143002,448.9
20240705144002,573.35
20240705145002,171.51
20240705150002,258.28
20240705151002,269.88
20240705152002,233.37
20240705153002,227.23
20240705154002,28.34
20240705155002,13.12
20240705160002,61.43
20240705161002,29.95
20240705162002,19.14
20240705163002,11.68
20240705164002,0.0
20240705165002,3.27
20240707090002,695.91
20240707091002,776.51
20240707092002,812.94
20240707093002,904.52
20240707094002,936.05
20240707095002,980.92
20240707100002,1045.87
20240707101002,1065.47
20240707102002,1108.43
20240707103002,1083.9
20240707104002,1183.78
20240707105002,1175.65
20240707110002,823.29
20240707111002,1103.41
20240707112002,1223.82
20240707113002,1215.46
20240707114002,1198.25
20240707115002,1200.81
20240707120002,1211.71
20240707121002,1210.15
20240707122002,1157.43
20240707123002,1134.0
20240707124002,1114.91
20240707125002,1052.94
20240707130002,1065.48
20240707131002,982.75
20240707132002,977.83
20240707133002,937.66
20240707134002,889.44
20240707135002,822.28
20240707140002,769.41
20240707141002,723.6
20240707142002,594.6
20240707143002,566.05
20240707144002,576.04
20240707145002,568.14
20240707150002,512.69
20240707151002,399.04
20240707152002,58.24
20240707153002,26.97
20240707154002,6.51
20240707155002,67.89
20240707160002,35.05
20240707161002,79.07
20240707162002,4.4
20240707163002,11.53
20240707164002,0.0
20240707165002,0.0
20240317090003,841.89
20240317091003,858.5
20240317092003,1091.45
20240317093003,1195.46
20240317094003,1213.43
20240317095003,1430.79
20240317100003,1785.36
20240317101003,1730.29
20240317102003,1828.06
20240317103003,1770.89
20240317104003,1780.99
20240317105003,1864.25
20240317110003,1888.11
20240317111003,1872.22
20240317112003,1541.91
20240317113003,1490.78
20240317114003,1470.1
20240317115003,771.92
20240317120003,1186.17
20240317121003,593.1
20240317122003,346.92
20240317123003,368.75
20240317124003,384.18
20240317125003,375.86
20240317130003,397.58
20240317131003,244.77
20240317132003,301.96
20240317133003,278.53
20240317134003,253.46
20240317135003,284.15
20240317140003,291.88
20240317141003,144.11
20240317142003,98.41
20240317143003,100.17
20240317144003,128.82
20240317145003,102.08
20240317150003,77.16
20240317151003,77.96
20240317152003,58.54
20240317153003,33.58
20240317154003,38.33
20240317155003,78.19
20240317160003,14.31
20240317161003,30.94
20240317162003,41.4
20240317163003,5.94
20240317164003,41.75
20240317165003,111.53
20240414090003,879.14
20240414091003,998.69
20240414092003,1018.98
20240414093003,1129.31
20240414094003,1116.46
20240414095003,1141.74
20240414100003,1206.01
20240414101003,1303.54
20240414102003,1390.63
20240414103003,1424.26
20240414104003,1321.98
20240414105003,1219.66
20240414110003,1484.49
20240414111003,1470.09
20240414112003,1444.45
20240414113003,1675.04
20240414114003,1606.92
20240414115003,1271.57
20240414120003,931.69
20240414121003,757.92
20240414122003,740.81
20240414123003,1009.19
20240414124003,602.19
20240414125003,571.84
20240414130003,760.87
20240414131003,610.52
20240414132003,532.61
20240414133003,538.65
20240414134003,600.8
20240414135003,694.93
20240414140003,378.66
20240414141003,312.86
20240414142003,191.38
20240414143003,189.51
20240414144003,169.8
20240414145003,256.27
20240414150003,179.18
20240414151003,133.98
20240414152003,146.93
20240414153003,125.95
20240414154003,74.37
20240414155003,85.47
20240414160003,133.54
20240414161003,100.06
20240414162003,94.17
20240414163003,110.18
20240414164003,66.68
20240414165003,69.92
20240524090003,117.76
20240524091003,121.4
20240524092003,196.64
20240524093003,234.56
20240524094003,237.91
20240524095003,406.84
20240524100003,191.52
20240524101003,181.85
20240524102003,263.73
20240524103003,290.03
20240524104003,255.19
20240524105003,253.06
20240524110003,256.93
20240524111003,221.64
20240524112003,322.92
20240524113003,478.79
20240524114003,370.62
20240524115003,243.49
20240524120003,224.13
20240524121003,249.08
20240524122003,315.7
20240524123003,281.39
20240524124003,417.8
20240524125003,538.49
20240524130003,645.2
20240524131003,444.22
20240524132003,347.05
20240524133003,208.79
20240524134003,183.78
20240524135003,93.36
20240524140003,65.21
20240524141003,33.92
20240524142003,31.4
20240524143003,11.56
20240524144003,0.0
20240524145003,0.0
20240524150003,0.0
20240524151003,6.08
20240524152003,6.11
20240524153003,1.5
20240524154003,0.0
20240524155003,0.0
20240524160003,0.0
20240524161003,1.04
20240524162003,2.85
20240524163003,2.54
20240524164003,0.0
20240524165003,0.0
20240526090003,245.48
20240526091003,298.83
20240526092003,468.2
20240526093003,662.52
20240526094003,759.15
20240526095003,849.67
20240526100003,880.05
20240526101003,673.72
20240526102003,408.75
20240526103003,342.02
20240526104003,306.33
20240526105003,280.2
20240526110003,274.23
20240526111003,272.91
20240526112003,297.65
20240526113003,256.76
20240526114003,320.39
20240526115003,351.15
20240526120003,326.42
20240526121003,282.29
20240526122003,316.28
20240526123003,290.28
20240526124003,256.32
20240526125003,194.46
20240526130003,181.58
20240526131003,163.3
20240526132003,133.73
20240526133003,107.81
20240526134003,97.81
20240526135003,93.95
20240526140003,118.52
20240526141003,121.61
20240526142003,121.5
20240526143003,112.12
20240526144003,113.23
20240526145003,88.16
20240526150003,88.09
20240526151003,75.91
20240526152003,77.28
20240526153003,52.58
20240526154003,57.67
20240526155003,54.24
20240526160003,68.84
20240526161003,47.28
20240526162003,70.44
20240526163003,43.91
20240526164003,31.91
20240526165003,26.34
20240603090003,50.74
20240603091003,60.65
20240603092003,78.54
20240603093003,81.34
20240603094003,65.76
20240603095003,76.26
20240603100003,83.24
20240603101003,73.58
20240603102003,84.49
20240603103003,103.08
20240603104003,141.34
20240603105003,160.03
20240603110003,64.79
20240603111003,69.5
20240603112003,41.07
20240603113003,57.03
20240603114003,86.28
20240603115003,129.62
20240603120003,111.77
20240603121003,116.88
20240603122003,216.67
20240603123003,107.16
20240603124003,90.34
20240603125003,148.52
20240603130003,104.36
20240603131003,122.85
20240603132003,107.22
20240603133003,106.51
20240603134003,61.29
20240603135003,53.89
20240603140003,85.05
20240603141003,76.86
20240603142003,102.29
20240603143003,57.73
20240603144003,47.05
20240603145003,26.82
20240603150003,28.63
20240603151003,39.0
20240603152003,23.26
20240603153003,19.72
20240603154003,19.1
20240603155003,5.68
20240603160003,4.62
20240603161003,12.07
20240603162003,5.81
20240603163003,16.51
20240603164003,14.14
20240603165003,2.95
20240620090003,917.31
20240620091003,952.49
20240620092003,608.83
20240620093003,1007.69
20240620094003,995.6
20240620095003,976.26
20240620100003,1013.53
20240620101003,1209.59
20240620102003,1061.93
20240620103003,748.35
20240620104003,511.64
20240620105003,597.45
20240620110003,1233.98
20240620111003,1438.39
20240620112003,1556.24
20240620113003,1428.42
20240620114003,1559.08
20240620115003,1462.55
20240620120003,1343.49
20240620121003,1425.1
20240620122003,1426.61
20240620123003,1346.0
20240620124003,1364.56
20240620125003,1273.12
20240620130003,1290.36
20240620131003,1189.73
20240620132003,1226.33
20240620133003,1027.36
20240620134003,971.76
20240620135003,946.14
20240620140003,866.25
20240620141003,646.88
20240620142003,535.2
20240620143003,430.89
20240620144003,400.18
